mortgage_id,customer_id,branch_id,property_value,loan_amount,interest_rate,term_years,start_date,outstanding_balance,mortgage_status
6425,5640,63,1876672.85,1107573.8,9.847,10,2024-08-28,596716.09,Closed
6426,3875,60,1777527.0,808186.69,8.507,10,2023-10-08,552353.95,Active
6427,22074,45,2099033.39,1518063.03,10.938,10,2023-04-12,698351.47,Active
6428,9692,62,1000000.0,417323.04,6.734,10,2022-03-02,315244.23,Active
6429,19479,28,9006722.69,4691766.94,9.723,10,2022-08-13,3112485.56,Active
6430,24428,98,8175185.15,4301551.56,11.027,10,2024-12-23,2300996.48,Defaulted
6431,17553,75,3131016.41,1326112.3,7.597,20,2023-11-18,1161272.61,Active
6432,7928,32,2001265.64,803390.56,7.551,10,2022-11-11,530272.58,Active
6433,12602,3,1652535.34,1159312.38,9.977,20,2022-03-06,1066805.94,Defaulted
6434,12237,52,4136641.79,2520640.22,8.538,25,2024-11-15,2384820.22,Active
6435,14365,96,5053189.23,3044815.42,8.372,30,2023-10-15,2439693.13,Active
6436,2773,23,3080380.96,1416854.08,10.384,20,2024-01-30,487372.66,Active
6437,10529,46,3953714.8,2643538.58,8.627,25,2023-11-28,2371439.08,Active
6438,15382,17,2042573.39,1382591.97,8.985,10,2022-07-11,961979.16,Active
6439,24654,34,3106992.01,2391172.72,9.785,30,2023-07-25,1273107.34,Active
6440,15494,99,2841704.57,1946468.86,11.309,25,2024-02-04,1732817.28,Active
6441,8488,47,1600476.44,681133.72,8.296,30,2023-03-14,522760.09,Active
6442,10614,95,3607489.07,1847954.33,8.508,10,2023-10-28,1006313.34,Active
6443,23308,94,6263545.83,4335120.93,10.486,15,2023-03-25,1640706.06,Active
6444,13053,9,1692199.1,863058.99,7.456,20,2024-11-14,403484.69,Active
6445,11585,11,3284192.94,1703791.77,8.566,15,2023-12-11,1493190.76,Active
6446,1073,17,6294116.04,3330559.65,8.328,20,2024-10-28,1551552.51,Active
6447,3384,98,2741094.6,1145931.46,9.461,30,2024-09-24,990135.39,Active
6448,12127,14,2895497.93,2242953.11,10.012,20,2024-12-29,1489119.56,Active
6449,1159,21,6852018.09,4907899.25,8.247,20,2024-04-10,2573190.77,Active
6450,6075,20,1719775.65,747501.39,6.549,30,2023-05-12,246354.46,Active
6451,9364,47,2008830.27,1586468.94,7.495,15,2023-06-20,532087.3,Active
6452,1761,94,1403999.2,789204.43,11.413,30,2023-02-14,460722.51,Active
6453,13710,8,2043247.46,1321860.66,8.998,30,2024-01-11,1139818.24,Active
6454,113,79,1693498.45,895698.69,10.593,15,2024-04-27,278550.48,Closed
6455,16094,76,5209381.7,3417177.16,9.979,15,2023-03-22,2017848.28,Active
6456,14672,73,1480460.37,968316.22,10.264,10,2022-10-01,603952.93,Active
6457,18416,18,3201884.1,1299034.6,10.783,30,2024-11-25,659785.56,Active
6458,9955,57,2705788.45,1589758.86,9.84,30,2023-04-25,1188500.62,Active
6459,9365,1,5010536.3,2698970.3,7.077,15,2023-09-05,1597891.34,Active
6460,10709,84,2347468.53,1783597.14,11.311,15,2023-09-17,1079959.98,Active
6461,22716,34,5266506.76,2539541.13,7.396,25,2022-11-27,2087854.93,Active
6462,13912,27,3169077.29,2251341.28,10.977,20,2024-10-14,933407.22,Active
6463,24875,61,3668920.71,2298671.33,9.177,30,2024-01-26,1871062.18,Active
6464,6420,22,6932221.46,3637731.81,10.414,25,2024-11-20,2428977.07,Active
6465,20712,74,5375183.52,3182420.15,6.921,15,2023-03-10,1576133.79,Active
6466,5777,89,9585200.51,5168777.32,8.578,30,2023-05-26,2465747.91,Active
6467,9977,56,1417265.86,1080880.63,11.208,30,2023-10-31,814316.0,Active
6468,16357,20,1114811.83,592689.98,10.346,15,2023-12-13,481187.88,Active
6469,17734,37,5195345.69,2730298.07,9.607,25,2024-11-03,1310099.83,Active
6470,16116,77,5550038.99,4357052.26,8.699,30,2024-02-06,3520466.71,Active
6471,9801,69,3773030.23,1871770.71,7.503,15,2023-11-27,1211835.02,Active
6472,1836,3,5702467.41,4521544.04,7.033,25,2022-09-28,3677330.31,Active
6473,8246,83,2554599.22,1883510.36,10.6,20,2022-08-11,607555.39,Active
6474,6968,60,7099593.66,5566118.09,7.443,10,2024-02-06,2257210.41,Active
6475,7948,4,3959873.76,1771288.67,6.561,15,2024-06-14,768001.22,Active
6476,10399,56,3909882.26,1860564.61,8.369,30,2023-08-04,1567575.79,Active
6477,13027,69,5219917.46,2602982.88,10.869,15,2024-04-21,1217737.17,Active
6478,12434,84,5199203.74,3940962.22,7.348,15,2023-05-30,2892553.19,Active
6479,17902,100,4851287.35,2937706.82,8.868,10,2024-08-19,1681913.83,Active
6480,22509,14,4534887.74,1951767.42,7.871,30,2022-12-10,1177120.48,Active
6481,18762,20,2063831.24,941928.82,9.218,25,2024-01-17,546997.78,Active
6482,11051,36,3178167.35,1477321.12,8.092,20,2024-08-14,478552.53,Active
6483,7048,73,2572706.47,1648630.36,10.706,25,2024-01-06,1334913.32,Active
6484,16145,30,3481746.28,1804429.57,9.892,10,2022-03-25,1416268.56,Active
6485,13302,72,2435882.06,1104117.23,8.035,20,2022-03-27,846099.69,Closed
6486,11399,24,3174869.46,1916096.48,9.943,20,2022-01-11,598414.37,Active
6487,12838,71,2105198.17,1112863.64,6.905,20,2022-10-13,433324.78,Active
6488,12848,64,5107987.03,3603424.27,10.649,15,2024-01-10,1277038.47,Active
6489,20868,2,4380078.2,1957572.6,8.243,15,2024-03-08,1473628.54,Closed
6490,13139,91,3234868.57,1410279.14,7.689,10,2022-03-02,837447.07,Active
6491,3073,86,4318041.21,2748039.87,8.485,25,2024-03-13,825608.14,Active
6492,18607,98,7959681.21,5495434.32,7.321,20,2023-02-10,4034502.09,Active
6493,22778,67,5369825.12,4088201.33,7.886,15,2022-01-04,2749547.04,Active
6494,22654,9,6421176.03,3126055.63,11.136,30,2023-08-08,1624924.4,Active
6495,23646,74,9158779.09,7192784.84,6.698,15,2023-04-23,4610076.97,Active
6496,11163,47,4630095.89,3593806.71,9.178,10,2024-11-27,1180265.0,Active
6497,14399,45,2089523.92,1467189.38,9.469,30,2023-10-11,1183635.14,Active
6498,10597,28,3970756.57,2084228.25,6.904,20,2022-07-17,1831304.79,Active
6499,24638,17,2827467.57,1607817.55,8.185,20,2024-09-08,1356748.08,Active
6500,12040,93,3040395.88,2205071.72,7.357,20,2024-10-24,1815296.4,Active
6501,11825,89,8665666.87,3859887.67,9.601,20,2023-06-08,3609668.3,Active
6502,8645,36,4029276.02,3093981.54,9.158,30,2022-10-28,1475816.86,Active
6503,8536,54,2413869.92,1905173.8,11.072,20,2022-12-12,1375778.3,Active
6504,4963,86,4431880.59,3138817.64,7.93,25,2024-02-19,1138110.97,Active
6505,1084,10,7357976.77,5448223.98,6.791,25,2023-04-02,3829088.39,Active
6506,7667,86,6061758.17,3374328.71,6.578,25,2023-07-04,2611707.26,Active
6507,10840,47,3963125.62,2018895.41,7.575,25,2024-09-23,1615480.91,Active
6508,5979,2,2961674.34,2068227.76,11.316,25,2024-03-29,878321.81,Active
6509,21013,80,2341433.65,1189342.24,11.263,30,2024-09-16,925145.42,Active
6510,10088,28,2037932.63,824711.18,9.583,20,2024-07-21,647330.56,Closed
6511,14703,82,6143597.92,3230394.82,10.705,10,2023-07-26,2578070.41,Active
6512,4009,1,2087967.77,1150217.11,9.733,10,2022-01-15,767411.48,Active
6513,5618,18,2505615.87,1794732.03,7.992,10,2022-01-26,849091.7,Active
6514,12640,27,3678810.44,2215579.07,6.826,10,2022-10-30,1621705.46,Active
6515,23010,42,3730734.47,1613813.91,8.522,20,2023-11-23,1305608.22,Active
6516,17136,74,4028428.41,2316392.57,10.289,25,2022-04-03,1035681.88,Active
6517,6020,48,2521724.39,1151222.12,8.008,25,2024-03-25,826294.53,Active
6518,13496,91,3904543.16,1728003.24,9.085,10,2023-08-27,795273.67,Active
6519,1681,92,6134046.77,3106673.83,10.795,10,2023-05-29,1357382.57,Active
6520,21859,86,2382305.79,1641595.43,10.676,30,2024-08-26,503722.9,Active
6521,17308,86,5149202.07,3023295.75,9.242,20,2024-07-15,1782331.73,Active
6522,20012,60,5450500.93,3223024.81,7.18,15,2024-08-16,1068267.48,Active
6523,17184,5,2074738.86,985234.1,9.149,20,2024-02-02,738390.67,Active
6524,22359,55,8111364.29,4457921.76,6.57,15,2022-04-27,1566349.68,Active
6525,20714,97,7567474.56,4532445.16,10.717,10,2022-08-26,4120005.39,Active
6526,218,19,2302399.15,946450.65,7.121,25,2022-04-23,657076.64,Active
6527,13904,59,3371142.04,2419779.9,8.345,20,2022-08-11,2226806.86,Active
6528,16864,53,8817907.81,7005948.65,9.698,25,2022-03-31,6005031.48,Active
6529,5627,54,3133338.12,2377120.87,8.368,20,2023-08-18,717370.68,Active
6530,21656,15,2513540.08,1635920.97,9.81,20,2023-11-13,752132.24,Active
6531,16641,60,3057033.04,2355528.49,10.808,25,2022-01-15,743414.84,Active
6532,20170,100,6160761.79,3508860.39,7.803,15,2024-10-26,2719885.44,Active
6533,16028,12,2849350.45,1320428.75,6.919,30,2024-01-26,1235623.67,Closed
6534,2366,42,4353669.45,2354082.15,6.581,15,2023-01-13,2205834.68,Active
6535,14317,53,3008096.47,1694098.77,10.672,15,2023-04-11,1492681.87,Active
6536,11832,72,4915911.44,2389354.35,9.151,15,2023-12-04,1182305.68,Active
6537,23850,100,3098148.12,1791844.98,10.619,30,2022-01-13,1070705.84,Active
6538,11905,70,1662591.93,832491.28,10.656,10,2024-11-17,316899.97,Active
6539,6880,39,4093349.88,2994195.6,11.042,30,2023-03-06,1493221.57,Active
6540,3582,31,2426511.42,1071502.54,9.151,10,2023-09-15,558603.06,Active
6541,5797,79,2404052.59,1147604.57,6.968,25,2023-05-23,922039.69,Active
6542,4184,95,8354481.86,4853922.57,7.819,15,2022-03-02,1461839.57,Closed
6543,3111,3,3422213.18,1948252.04,10.457,30,2024-10-18,1025056.89,Active
6544,1216,65,3604067.12,2072271.41,6.512,15,2022-01-18,1466111.83,Active
6545,10752,17,4526969.66,2405137.84,10.284,20,2023-10-07,1984343.46,Active
6546,16845,23,5479136.75,3304722.53,9.78,30,2024-02-11,2290663.79,Active
6547,559,38,8430567.14,3494325.43,9.442,10,2024-05-05,3067720.01,Active
6548,13881,30,2719764.93,1517078.29,8.43,10,2023-11-15,605524.71,Active
6549,16275,63,8670828.09,4145867.95,9.105,10,2023-04-24,3586161.72,Active
6550,12689,82,2218987.9,1621131.34,7.927,30,2022-08-13,1123817.32,Active
6551,24950,85,3756106.73,2932970.7,10.701,25,2022-09-29,2496461.13,Closed
6552,8180,36,3527336.23,1610650.68,11.417,25,2023-05-02,710512.57,Active
6553,17409,32,4156772.78,2409800.65,10.446,15,2022-10-24,1085006.08,Active
6554,24672,59,3305211.89,1451393.69,10.442,30,2023-07-17,845709.63,Defaulted
6555,5625,92,7236657.12,3866937.99,10.96,20,2022-04-08,2500923.62,Active
6556,16768,89,3956707.77,2093408.29,8.059,20,2022-08-06,876238.24,Active
6557,23787,1,3164255.43,2145994.38,10.41,15,2022-06-01,1830707.73,Active
6558,6392,59,6042335.78,2953651.02,9.047,25,2024-09-11,2125788.61,Active
6559,17369,34,4908980.51,3199116.18,11.109,15,2023-11-06,2211294.89,Active
6560,10112,86,9910873.4,4690737.16,10.934,20,2024-02-02,4192473.42,Active
6561,14936,55,5348314.08,4098532.06,7.375,20,2022-12-22,3409861.78,Active
6562,21181,46,4823828.92,3074267.55,9.263,15,2022-09-30,1330486.01,Active
6563,3128,19,3320645.21,1769795.22,10.349,25,2022-04-24,734275.17,Active
6564,12033,62,4300814.07,3233069.41,7.664,15,2023-05-02,987163.41,Active
6565,10458,94,3914969.85,2560582.65,7.601,25,2023-07-10,914633.93,Active
6566,8986,32,5658722.42,2542712.91,10.663,25,2024-11-28,1349796.22,Active
6567,6978,48,2436673.44,1477134.38,8.877,10,2023-10-06,806895.68,Active
6568,17978,63,2264107.31,935937.93,9.211,15,2022-12-22,419863.37,Active
6569,5832,1,4569245.68,2183756.68,7.525,10,2022-02-08,1204673.81,Active
6570,22487,71,5280278.24,3135582.61,11.385,30,2023-05-31,1681804.94,Active
6571,7743,29,11426245.36,7595515.61,8.729,10,2024-11-12,3834565.14,Closed
6572,16376,1,3654231.36,2721690.02,8.729,30,2024-01-29,1460596.9,Active
6573,12764,10,3794033.55,1764694.02,8.808,15,2023-06-05,1233918.92,Active
6574,14838,68,3663358.89,2469593.31,7.415,20,2024-01-19,1069533.14,Active
6575,16905,10,2743775.57,1702461.85,7.607,30,2024-11-25,558294.89,Active
6576,14212,93,5429873.35,3019057.29,10.56,25,2024-12-28,2531411.64,Active
6577,21242,16,1223547.73,597975.1,9.967,10,2024-06-09,512730.96,Active
6578,15434,26,2562130.49,1981089.92,10.208,30,2023-05-22,1038581.26,Active
6579,15887,65,2143234.23,1594547.37,6.646,20,2022-06-23,632081.12,Active
6580,10793,67,8225368.58,4598775.8,10.184,15,2024-04-20,2814937.4,Active
6581,19868,96,18307824.27,11172495.23,10.064,20,2022-02-26,3771243.72,Active
6582,18464,44,9075084.72,6895896.51,8.173,20,2022-10-19,2809584.95,Closed
6583,9485,72,2020186.47,1064989.45,11.142,30,2024-06-14,502135.15,Active
6584,20004,95,7267889.25,3662584.43,7.716,30,2024-04-27,2548007.45,Active
6585,22677,64,7789414.11,6049864.97,10.225,25,2022-01-19,4951597.72,Closed
6586,12694,71,4202157.12,2697958.89,7.507,20,2023-10-18,1566925.23,Active
6587,16748,83,3625238.52,2618458.61,8.197,20,2023-07-22,1785327.95,Active
6588,9464,81,4528151.68,2713184.36,8.994,15,2022-08-22,1246893.0,Active
6589,15491,36,1245066.88,584288.75,9.959,10,2023-07-31,320443.38,Closed
6590,5036,40,4339549.36,3111828.44,7.521,15,2024-01-31,992572.26,Active
6591,24337,27,1464137.12,958735.28,7.165,30,2024-07-10,851443.73,Active
6592,3528,8,1882345.66,912830.42,8.134,15,2023-08-18,274712.25,Active
6593,12410,71,3222618.06,1980902.33,9.73,15,2023-11-04,1427141.01,Active
6594,13366,68,6153720.69,2872558.35,11.369,10,2024-05-29,2099680.09,Active
6595,1827,51,3464718.29,2241288.05,9.177,25,2024-03-07,1473788.85,Active
6596,11783,13,2983461.23,2355283.18,7.212,30,2023-11-25,916792.81,Active
6597,16949,62,2607410.27,1540960.17,9.732,10,2023-10-03,493676.72,Active
6598,4465,67,5478338.19,4084756.41,9.816,15,2024-08-20,3795414.36,Active
6599,10737,38,1455355.68,616113.65,11.426,10,2024-09-30,204770.31,Active
6600,8615,6,3119370.83,1371853.37,6.683,15,2022-05-26,644129.57,Active
6601,19978,27,1404123.5,877056.9,8.331,10,2024-08-10,274373.8,Active
6602,24682,67,4912319.44,3442760.56,6.598,25,2024-04-15,3182037.34,Active
6603,7878,25,6139415.36,4748480.52,9.883,30,2024-10-13,2483329.88,Active
6604,12590,56,4564704.2,3576213.52,10.245,20,2022-03-31,2145438.53,Active
6605,24510,97,5629067.78,3816923.9,11.429,20,2022-03-14,3539132.36,Active
6606,592,25,2962347.92,1944414.79,7.646,30,2024-10-23,1833068.84,Active
6607,734,60,1712367.99,1203420.47,7.878,15,2022-07-11,1023287.43,Active
6608,16215,8,5305083.71,2476734.37,9.97,15,2024-09-29,2265064.32,Active
6609,8628,37,4148206.64,1861576.64,6.888,15,2022-11-03,924701.43,Active
6610,23535,12,14563839.47,10013855.25,9.39,15,2024-01-30,7977597.53,Active
6611,5600,20,2177226.48,1718278.25,8.53,10,2022-09-20,870323.85,Active
6612,9209,76,4101389.66,2690621.56,7.203,15,2023-02-06,2138774.72,Active
6613,14570,84,1035330.47,656893.45,9.012,15,2023-05-13,408791.42,Active
6614,4158,71,2642291.56,1232677.26,8.416,30,2022-04-27,825455.84,Active
6615,11628,77,2126120.24,1123777.38,7.329,20,2023-03-10,858946.65,Active
6616,16487,85,4577749.62,2751793.15,10.205,30,2022-12-11,2362753.6,Active
6617,24623,1,1000000.0,733918.74,7.194,25,2023-04-21,297963.25,Active
6618,499,37,1272707.44,926607.52,7.113,20,2024-02-14,457607.29,Active
6619,7737,4,14558315.72,7193499.09,10.462,10,2024-05-27,2622320.43,Active
6620,21770,62,3757008.04,2666858.67,6.644,20,2023-04-05,1258001.49,Active
6621,22944,50,5209475.64,3633712.7,9.396,25,2022-05-05,1361500.36,Active
6622,15046,92,2977346.32,1446205.37,10.645,15,2023-10-12,771805.19,Active
6623,12551,71,6497794.39,4653458.05,7.202,25,2022-01-27,1564606.91,Active
6624,24427,67,4463172.53,2037857.09,9.995,15,2024-01-30,1700799.19,Active
6625,15051,98,4369760.5,1771034.51,11.335,25,2022-09-09,1147933.92,Active
6626,2297,67,3003777.09,1844115.2,10.874,10,2024-05-14,1351589.03,Active
6627,17312,85,7155404.9,5696341.18,11.093,25,2022-12-13,4923391.4,Active
6628,23470,87,1961236.52,1382461.56,10.661,20,2024-08-27,675560.46,Active
6629,164,39,6079509.52,2883888.36,8.65,15,2022-11-08,1770140.88,Active
6630,13192,71,4721025.08,3095803.61,11.402,20,2024-01-27,1516441.73,Active
6631,23411,21,3470750.57,2376884.34,7.085,20,2024-05-10,1898548.08,Active
6632,17292,65,1386064.87,870882.83,6.948,10,2023-12-11,278596.93,Active
6633,24509,53,4972255.51,3802664.54,7.607,30,2022-08-13,3566353.91,Active
6634,1865,13,2861524.57,1450738.39,6.749,10,2024-04-17,1313391.17,Active
6635,1062,80,3690812.42,2945804.73,10.401,10,2023-06-03,1057427.85,Active
6636,14788,65,1957491.7,1322935.45,8.412,15,2024-01-08,503030.42,Active
6637,16136,38,1993577.34,1424199.36,9.302,15,2024-07-30,1187931.76,Active
6638,12031,18,3445878.3,1536841.32,6.868,25,2022-11-08,963716.27,Closed
6639,20514,84,4106600.36,3145404.35,9.487,20,2023-09-01,2297373.09,Active
6640,12320,83,14535064.08,6204622.77,9.056,15,2024-10-07,4296977.33,Active
6641,24123,93,3423188.99,2502123.16,10.335,10,2024-11-18,1734096.39,Closed
6642,697,58,5287156.98,3645257.55,10.026,30,2024-07-15,1359959.54,Active
6643,8624,48,2826432.1,1839581.54,11.463,25,2022-01-26,726423.36,Active
6644,19760,95,2614011.27,1183610.44,7.493,25,2024-04-08,685080.41,Active
6645,24395,1,3684539.87,2223654.51,7.715,20,2024-10-28,1448490.29,Active
6646,15223,60,4027666.06,2187051.57,10.22,20,2022-06-14,671306.71,Active
6647,12189,29,1587907.65,1258910.6,9.393,15,2023-04-26,504527.62,Closed
6648,1638,45,2948238.93,2354306.85,9.842,15,2024-06-17,1533688.61,Active
6649,2152,41,1053040.73,542585.73,9.763,10,2023-08-20,319551.34,Active
6650,12905,33,1274011.08,867197.22,9.243,15,2022-11-23,419976.22,Active
6651,8829,14,1707875.32,1155068.66,10.965,10,2022-04-17,992413.44,Active
6652,5734,67,2842395.07,2167590.05,11.034,15,2024-10-02,777509.71,Active
6653,3543,12,3057095.92,1648036.43,9.64,20,2024-02-20,624389.11,Active
6654,22797,84,3621277.01,2211846.3,8.59,25,2024-09-02,1453625.56,Active
6655,13914,83,3650812.66,2043965.75,10.884,15,2023-10-29,1758386.63,Closed
6656,2152,56,2450434.8,1645263.47,11.202,15,2022-02-03,1114254.65,Active
6657,1670,21,2262156.5,1567592.72,6.739,30,2022-09-16,1127456.85,Active
6658,22675,15,2208048.78,1711181.98,9.448,15,2023-05-11,1434457.77,Active
6659,5214,37,2974239.96,1425883.51,8.812,25,2022-04-08,460995.54,Active
6660,19017,27,6716039.22,3773182.06,8.116,10,2024-02-01,3204303.44,Active
6661,18411,76,2626707.27,1843949.82,7.866,15,2024-02-10,945845.46,Active
6662,7950,3,1491086.83,762547.21,11.39,15,2023-09-06,371438.88,Active
6663,4673,93,1732320.09,913561.37,10.458,20,2023-09-12,799383.04,Active
6664,9895,58,5275159.35,3107136.65,8.629,30,2022-08-30,2536667.33,Active
6665,23131,34,2578843.14,1235156.1,11.363,30,2023-06-06,821096.8,Closed
6666,8454,7,3345245.64,2350413.03,6.518,30,2022-03-04,1690094.9,Active
6667,21183,7,2055380.77,1608111.25,7.81,25,2024-11-30,1284920.59,Active
6668,7910,76,3019219.49,2380134.04,9.99,15,2023-11-16,1803175.0,Active
6669,12508,98,1631429.84,844727.39,8.082,15,2024-03-30,256124.2,Active
6670,3094,80,3126007.16,2081300.8,9.147,15,2022-09-29,1734416.32,Active
6671,1968,37,2738103.97,2014484.0,8.122,30,2022-12-20,876344.51,Active
6672,203,12,2849183.18,1646610.04,7.357,20,2024-08-03,560761.44,Closed
6673,24236,62,1331249.5,727083.29,6.739,30,2024-09-29,409968.86,Active
6674,2197,82,3532149.43,1475264.59,11.17,30,2024-12-08,975641.43,Active
6675,7263,49,2957980.75,2339745.24,9.156,20,2023-01-25,1429467.83,Active
6676,10229,94,2408642.97,1284223.02,8.895,10,2023-10-12,752897.29,Active
6677,8475,61,2677753.0,2005501.47,10.914,25,2023-05-02,1436362.46,Active
6678,10015,60,4782500.95,2823615.54,8.026,20,2023-05-16,1694683.35,Active
6679,22291,73,1645511.06,1132306.07,7.835,25,2022-03-01,520296.41,Active
6680,21428,7,2702984.48,1175040.8,9.685,25,2023-10-11,1032945.98,Active
6681,23946,77,4334045.11,2168262.22,8.991,30,2023-02-13,1716070.76,Active
6682,23352,79,2249952.35,958228.02,8.387,15,2022-02-18,898823.1,Active
6683,14875,86,1666778.68,1147379.87,7.757,15,2023-12-27,957031.43,Active
6684,7623,65,1800159.86,1172967.73,7.007,10,2022-04-13,1073441.39,Active
6685,14083,83,2977912.81,2169844.7,8.087,25,2024-02-16,1861580.49,Active
6686,12608,47,1241815.32,928222.24,10.139,30,2022-11-01,328519.92,Active
6687,10473,58,3626179.99,2738666.99,9.733,25,2023-03-06,2034555.2,Active
6688,6157,98,5311868.38,2581775.88,7.27,30,2024-10-10,2445199.38,Active
6689,18463,81,2211406.1,1159594.13,9.736,30,2024-12-02,578761.97,Active
6690,10096,57,3836100.61,1881368.86,9.112,25,2024-05-07,1042527.79,Active
6691,16284,15,3992820.36,2283209.46,9.686,20,2024-06-19,1874044.08,Active
6692,17392,95,4254015.18,2991306.11,11.334,20,2022-02-06,1819481.68,Active
6693,22244,72,1000000.0,455808.63,6.668,25,2024-10-27,427565.15,Closed
6694,9417,20,2867963.75,1721695.62,11.153,30,2023-11-17,827244.09,Active
6695,17579,79,7420495.41,5293207.89,9.107,15,2024-11-11,3084071.31,Active
6696,3085,2,3061497.16,2225134.99,8.541,30,2024-06-18,1147631.6,Active
6697,12842,17,7199554.07,4331279.71,8.024,30,2024-05-01,1985547.02,Active
6698,5686,32,7532958.58,3190061.8,7.851,10,2023-08-04,2039094.65,Active
6699,16473,54,4004402.97,3070574.72,6.628,25,2022-06-20,1351267.9,Active
6700,18283,50,6082239.9,4675381.11,9.656,20,2024-04-09,3789686.96,Active
6701,7331,28,3622192.87,2088778.72,6.636,15,2023-11-29,1419588.56,Active
6702,8538,21,6016663.44,2892965.93,6.989,30,2024-12-22,2447736.53,Active
6703,18410,23,7110565.64,4123037.89,8.63,30,2022-12-22,1261040.29,Active
6704,2131,72,2917790.12,2188068.44,10.942,20,2024-02-07,1304167.74,Active
6705,1724,61,1278126.0,836822.53,10.288,10,2024-06-26,287673.36,Active
6706,19434,29,5304466.65,2823329.69,10.111,15,2024-03-23,1053804.67,Active
6707,22841,73,2062298.27,1643896.33,7.311,30,2022-07-04,772778.23,Active
6708,4996,77,8131825.37,5663180.82,8.361,20,2024-12-09,1990601.33,Active
6709,20870,68,6600325.82,4846559.15,8.607,25,2024-01-02,4260800.42,Active
6710,12892,62,2735948.48,1762506.65,7.969,10,2024-01-15,621965.84,Active
6711,20368,92,3087423.74,1842271.0,10.342,30,2022-03-25,779808.65,Active
6712,2081,78,6626548.93,2676407.86,7.578,30,2023-01-19,982417.55,Active
6713,16955,81,8148031.61,6086637.08,10.754,30,2023-07-06,4342073.63,Active
6714,15759,88,1566312.12,1119316.13,10.302,25,2022-08-04,666411.63,Active
6715,14673,43,1000000.0,466325.05,10.225,20,2022-03-05,405863.43,Active
6716,15189,24,6542147.96,3647021.81,7.976,20,2023-09-06,3379751.41,Active
6717,9390,52,2494753.55,1053500.02,10.603,15,2023-10-06,673821.49,Active
6718,7550,98,2234285.75,974864.27,6.94,10,2022-03-29,364697.61,Active
6719,4516,83,2006153.8,847908.45,8.278,25,2023-12-15,384761.45,Active
6720,20580,25,2184978.42,1079021.87,7.186,30,2024-02-09,933455.38,Active
6721,1397,12,9112231.71,5695567.05,11.376,20,2024-02-26,4562533.96,Active
6722,21973,27,2571704.46,1923375.95,10.046,30,2023-07-30,1267402.91,Closed
6723,8705,22,3146476.95,1549842.53,9.659,30,2022-07-25,1412658.84,Active
6724,820,80,1679493.56,854884.1,10.067,25,2022-12-30,808743.97,Active
6725,12158,78,4330676.99,2761652.52,9.487,25,2023-01-01,1448735.41,Active
6726,5690,43,4896670.54,3357104.85,9.552,20,2023-04-20,2153413.7,Active
6727,19947,64,1880010.14,813610.66,9.685,25,2022-07-21,529244.7,Active
6728,18328,71,4050075.27,2552668.8,11.243,15,2023-10-31,1421668.88,Active
6729,4777,80,2576531.39,1251873.58,11.246,30,2022-10-07,377813.71,Active
6730,19415,91,3028102.32,2176890.55,8.695,15,2022-06-20,1970089.19,Active
6731,17192,9,1747290.34,1397208.19,8.614,25,2024-01-06,446123.4,Active
6732,17534,64,2996322.42,1839057.77,8.318,15,2024-03-26,1203947.88,Active
6733,17910,97,3906799.42,2765460.27,8.257,30,2023-03-25,2602658.31,Active
6734,21592,60,9467051.15,6471358.35,9.565,15,2022-02-19,2757230.38,Active
6735,3688,88,3236143.61,1648468.36,6.63,15,2024-06-30,1075500.93,Active
6736,4792,79,3063879.22,2167853.3,10.01,20,2022-02-22,1234324.61,Active
6737,13556,73,3054947.55,1936387.99,10.068,15,2023-09-11,944062.74,Active
6738,10210,46,4789539.52,3509567.97,10.922,20,2022-07-04,2378838.39,Active
6739,24078,53,6463111.9,3352725.44,10.821,15,2023-01-18,1908270.55,Active
6740,5560,39,6460802.59,3586666.35,7.214,25,2024-02-29,1395347.15,Active
6741,20817,49,2664727.65,1224217.85,9.153,20,2024-05-18,452561.62,Active
6742,1150,68,2892236.72,1905474.0,6.872,20,2023-10-10,713819.56,Active
6743,5288,4,1548366.89,1011257.08,6.992,10,2022-01-19,682334.55,Active
6744,13169,53,3547314.14,1710960.72,10.745,30,2024-11-12,1243892.52,Active
6745,20622,25,12986182.77,9567576.0,7.451,15,2024-05-25,3283000.84,Active
6746,4622,63,4518731.07,2711645.17,6.926,30,2024-08-03,2007907.03,Active
6747,5246,2,2219933.73,1126231.11,11.157,30,2023-04-16,822573.52,Active
6748,13354,3,8626860.43,5418827.43,11.386,30,2022-01-28,2736185.03,Active
6749,10534,69,2772820.91,1463989.91,9.259,15,2024-04-02,983923.21,Defaulted
6750,7984,74,3229515.28,2265585.09,7.503,10,2024-04-01,817248.79,Active
6751,8222,45,5058940.87,3975174.06,6.982,25,2024-01-10,1734206.96,Active
6752,1504,50,1761360.72,1236740.23,7.458,30,2024-01-06,762670.23,Active
6753,6051,23,2653147.45,1805557.25,10.106,30,2024-08-07,858828.92,Active
6754,22336,62,3330408.23,1395391.13,7.923,10,2023-12-22,699050.39,Active
6755,17203,5,1961418.73,1337306.69,10.321,15,2023-10-09,708533.07,Active
6756,11785,54,2400836.09,1751709.16,7.58,25,2023-12-08,838848.91,Active
6757,24463,18,1252888.07,990269.5,8.072,20,2023-05-13,766891.43,Closed
6758,7050,81,5979520.97,2558313.68,10.904,25,2023-04-25,2428861.4,Active
6759,16837,8,2617793.31,1056159.59,7.842,15,2023-01-21,744923.82,Active
