complaint_id,customer_id,branch_id,complaint_date,complaint_type,channel,priority,resolution_status,resolution_date
23809,11933,71,2025-04-08 20:10:16,Digital Banking,Branch,Medium,In Progress,
23810,16649,36,2022-02-09 14:29:05,Investment Service,Phone,Medium,Resolved,2022-03-09 14:29:05
23811,12041,40,2024-09-24 20:06:04,Transaction Issue,Phone,Medium,Resolved,2024-10-15 20:06:04
23812,19478,91,2024-02-27 20:31:15,Investment Service,Branch,Low,Resolved,2024-02-28 20:31:15
23813,16128,70,2024-04-02 10:37:43,Loan Service,Web,Medium,Resolved,2024-04-17 10:37:43
23814,21183,38,2022-12-07 00:24:38,Digital Banking,Branch,High,Resolved,2022-12-26 00:24:38
23815,24528,54,2022-10-20 15:59:03,Transaction Issue,Phone,Medium,Resolved,2022-11-07 15:59:03
23816,12474,4,2023-07-11 07:59:22,ATM Issue,Branch,Medium,Resolved,2023-07-12 07:59:22
23817,16710,46,2024-07-28 00:03:17,Credit Card,Phone,Low,In Progress,
23818,1207,63,2023-08-22 20:35:47,Loan Service,Phone,Medium,Resolved,2023-08-27 20:35:47
23819,9697,99,2023-01-29 10:44:20,Credit Card,Phone,Low,Resolved,2023-02-13 10:44:20
23820,13715,74,2023-06-30 05:21:23,Account Service,Mobile,Medium,Resolved,2023-07-24 05:21:23
23821,1441,50,2022-04-08 19:31:02,Transaction Issue,Web,Low,In Progress,
23822,21569,30,2022-01-03 17:23:31,Digital Banking,Phone,Medium,Resolved,2022-01-06 17:23:31
23823,9148,73,2023-01-23 19:04:20,Transaction Issue,Web,Medium,Open,
23824,16268,16,2024-10-05 15:27:36,Account Service,Web,Low,Resolved,2024-10-21 15:27:36
23825,8747,52,2023-04-29 18:34:15,Fraud Concern,Branch,Medium,Resolved,2023-05-04 18:34:15
23826,5137,4,2024-12-08 10:58:41,ATM Issue,Mobile,Low,Resolved,2024-12-23 10:58:41
23827,11447,26,2025-09-28 01:35:34,ATM Issue,Mobile,Low,In Progress,
23828,12332,29,2023-11-19 09:14:35,Investment Service,Web,Medium,In Progress,
23829,24525,92,2022-03-24 04:23:13,Loan Service,Web,Critical,Resolved,2022-03-31 04:23:13
23830,13189,11,2023-05-19 13:34:01,Account Service,Branch,Medium,Resolved,2023-05-26 13:34:01
23831,5820,92,2023-08-31 02:04:50,Credit Card,Branch,High,Resolved,2023-09-18 02:04:50
23832,8070,96,2023-08-22 10:39:44,Fraud Concern,Phone,Low,Resolved,2023-09-10 10:39:44
23833,12770,24,2023-01-14 10:05:21,Transaction Issue,Mobile,Low,Resolved,2023-02-08 10:05:21
23834,18421,51,2023-06-11 20:10:10,Fraud Concern,Mobile,Medium,Resolved,2023-07-06 20:10:10
23835,5561,42,2022-01-14 02:32:31,Account Service,Web,Low,In Progress,
23836,12854,39,2025-03-04 05:35:32,Investment Service,Phone,Medium,Resolved,2025-03-05 05:35:32
23837,10460,7,2023-12-04 02:42:52,ATM Issue,Web,Medium,Resolved,2023-12-16 02:42:52
23838,3630,18,2022-03-16 17:16:28,Investment Service,Web,Medium,Resolved,2022-03-20 17:16:28
23839,11658,3,2024-07-30 12:46:29,Digital Banking,Phone,High,Resolved,2024-08-20 12:46:29
23840,5315,63,2022-10-15 17:59:09,Transaction Issue,Mobile,Medium,Resolved,2022-10-20 17:59:09
23841,18841,20,2024-06-24 07:08:06,Loan Service,Web,Critical,Resolved,2024-07-22 07:08:06
23842,8663,98,2022-08-23 23:12:36,Investment Service,Web,Low,Resolved,2022-08-29 23:12:36
23843,17755,94,2023-12-05 11:34:44,Digital Banking,Branch,Medium,Resolved,2023-12-09 11:34:44
23844,7630,73,2022-07-11 15:30:34,Credit Card,Mobile,Low,Resolved,2022-08-02 15:30:34
23845,11325,74,2025-11-18 22:00:23,Loan Service,Web,Medium,Open,
23846,17559,70,2024-04-15 10:49:36,Credit Card,Phone,Low,Resolved,2024-04-27 10:49:36
23847,16495,17,2024-02-25 06:52:56,Credit Card,Web,High,In Progress,
23848,19944,79,2025-12-30 19:22:42,ATM Issue,Branch,Medium,Resolved,2026-01-25 19:22:42
23849,6693,97,2025-06-15 19:02:18,Account Service,Mobile,Medium,Open,
23850,9219,59,2022-11-27 20:19:49,Investment Service,Mobile,Medium,Resolved,2022-11-28 20:19:49
23851,11747,54,2025-01-29 06:59:47,Fraud Concern,Branch,Medium,Resolved,2025-02-04 06:59:47
23852,15373,13,2025-07-16 06:44:49,Account Service,Branch,Medium,In Progress,
23853,19618,42,2022-03-24 19:59:25,Investment Service,Phone,High,Resolved,2022-03-27 19:59:25
23854,12632,44,2022-06-12 14:12:46,Credit Card,Branch,Low,Resolved,2022-06-27 14:12:46
23855,1473,86,2025-09-21 16:22:53,Digital Banking,Web,Low,Resolved,2025-10-15 16:22:53
23856,14600,80,2025-07-14 06:02:55,Digital Banking,Mobile,Medium,Resolved,2025-07-19 06:02:55
23857,4873,98,2022-04-07 04:29:16,Account Service,Mobile,Low,Open,
23858,10574,67,2024-01-16 17:47:49,Digital Banking,Web,Medium,In Progress,
23859,13692,72,2024-05-28 09:30:53,Fraud Concern,Web,Medium,Resolved,2024-06-12 09:30:53
23860,11483,20,2025-04-13 00:20:25,Transaction Issue,Web,Medium,Resolved,2025-04-28 00:20:25
23861,4754,47,2025-07-30 22:25:39,Fraud Concern,Phone,Low,Resolved,2025-08-21 22:25:39
23862,1834,24,2022-09-16 00:30:15,ATM Issue,Phone,Medium,Resolved,2022-09-20 00:30:15
23863,5929,51,2024-10-30 00:40:38,Fraud Concern,Web,Low,Resolved,2024-11-06 00:40:38
23864,8646,18,2025-05-13 13:37:52,ATM Issue,Mobile,High,Resolved,2025-05-21 13:37:52
23865,6817,23,2024-02-09 00:43:42,Digital Banking,Mobile,High,Resolved,2024-03-02 00:43:42
23866,17125,1,2025-01-15 02:05:24,Investment Service,Web,Medium,Resolved,2025-02-02 02:05:24
23867,7257,66,2025-04-16 22:48:13,Transaction Issue,Mobile,Medium,In Progress,
23868,18765,5,2024-07-06 00:06:07,Investment Service,Branch,Low,Resolved,2024-07-14 00:06:07
23869,10550,18,2024-10-27 11:52:07,Fraud Concern,Phone,Medium,Resolved,2024-11-10 11:52:07
23870,15063,80,2022-09-20 05:16:31,Credit Card,Web,Low,Resolved,2022-09-24 05:16:31
23871,9636,74,2024-05-26 18:05:25,Credit Card,Branch,Medium,Resolved,2024-06-12 18:05:25
23872,20065,93,2024-04-24 03:27:20,Credit Card,Phone,Medium,Resolved,2024-05-22 03:27:20
23873,9941,35,2024-05-11 03:27:38,ATM Issue,Web,Low,Resolved,2024-05-23 03:27:38
23874,2402,25,2025-07-19 18:11:02,Credit Card,Branch,High,Resolved,2025-08-14 18:11:02
23875,13112,24,2022-09-06 12:03:45,Transaction Issue,Phone,Critical,In Progress,
23876,11364,13,2025-06-17 21:48:48,Transaction Issue,Mobile,Low,Resolved,2025-07-07 21:48:48
23877,12433,21,2023-04-06 04:52:43,Fraud Concern,Phone,Low,Resolved,2023-05-06 04:52:43
23878,23562,39,2022-05-22 10:47:04,Investment Service,Phone,High,Open,
23879,18391,34,2022-06-22 10:12:44,Fraud Concern,Web,Medium,In Progress,
23880,9979,19,2022-05-24 06:37:19,Credit Card,Phone,Low,Open,
23881,17794,28,2024-03-25 05:20:33,ATM Issue,Web,High,In Progress,
23882,18147,91,2022-05-15 20:21:14,Loan Service,Mobile,Medium,Open,
23883,910,90,2024-08-21 09:33:33,Digital Banking,Web,Low,Resolved,2024-09-04 09:33:33
23884,761,11,2025-06-08 09:43:24,Credit Card,Phone,Medium,Resolved,2025-06-17 09:43:24
23885,23023,49,2025-02-12 02:40:51,Account Service,Web,High,Resolved,2025-02-19 02:40:51
23886,5613,35,2022-03-29 06:01:34,Credit Card,Mobile,Medium,Resolved,2022-04-01 06:01:34
23887,3241,84,2025-02-24 12:03:37,Fraud Concern,Web,Low,Resolved,2025-03-17 12:03:37
23888,531,76,2022-10-24 06:19:55,Account Service,Branch,Low,Resolved,2022-11-09 06:19:55
23889,9552,57,2024-04-13 03:10:13,Digital Banking,Phone,Medium,Resolved,2024-04-15 03:10:13
23890,10220,28,2023-02-20 09:28:40,Account Service,Branch,Medium,In Progress,
23891,16217,66,2024-08-05 15:07:35,Loan Service,Branch,Low,Resolved,2024-08-09 15:07:35
23892,2561,65,2022-08-13 22:45:25,Fraud Concern,Phone,High,Resolved,2022-08-29 22:45:25
23893,18562,73,2024-03-18 20:27:15,Credit Card,Web,Low,Open,
23894,5104,22,2022-11-18 17:08:13,Credit Card,Mobile,Low,Resolved,2022-12-16 17:08:13
23895,24091,51,2022-06-05 01:47:53,Loan Service,Branch,Medium,Resolved,2022-06-28 01:47:53
23896,17922,91,2022-08-18 09:03:32,Digital Banking,Mobile,Low,In Progress,
23897,9466,9,2023-08-02 05:57:14,Transaction Issue,Web,High,Resolved,2023-09-01 05:57:14
23898,2782,71,2022-02-17 19:36:26,Account Service,Web,Medium,Resolved,2022-03-11 19:36:26
23899,17331,36,2022-04-11 03:58:23,Credit Card,Branch,Medium,Resolved,2022-04-30 03:58:23
23900,5258,54,2022-01-02 19:49:23,Credit Card,Mobile,Low,Resolved,2022-01-29 19:49:23
23901,21482,38,2022-03-31 18:53:39,Fraud Concern,Web,High,Resolved,2022-04-28 18:53:39
23902,18896,66,2023-01-05 17:54:20,Investment Service,Phone,High,Resolved,2023-01-19 17:54:20
23903,2189,43,2022-07-18 10:58:23,ATM Issue,Branch,High,Resolved,2022-07-21 10:58:23
23904,6064,5,2025-05-17 09:54:50,Loan Service,Web,Medium,Resolved,2025-05-29 09:54:50
23905,15616,81,2025-05-18 13:48:34,Credit Card,Branch,Medium,In Progress,
23906,882,37,2023-05-19 14:19:29,ATM Issue,Branch,High,Resolved,2023-06-11 14:19:29
23907,1848,58,2023-03-12 13:25:45,Fraud Concern,Phone,Low,Resolved,2023-04-05 13:25:45
23908,6600,63,2025-12-27 01:05:36,Fraud Concern,Web,Low,Resolved,2026-01-18 01:05:36
23909,18360,99,2025-10-28 09:01:40,Transaction Issue,Phone,Low,Open,
23910,22962,51,2025-02-08 05:12:35,Loan Service,Branch,High,Resolved,2025-02-22 05:12:35
23911,22111,72,2022-05-22 17:17:13,Account Service,Web,Low,Resolved,2022-06-06 17:17:13
23912,4569,43,2024-11-15 12:38:32,Transaction Issue,Mobile,Low,Resolved,2024-11-27 12:38:32
23913,16315,67,2025-08-09 10:10:48,ATM Issue,Branch,Critical,Resolved,2025-08-21 10:10:48
23914,7164,67,2025-06-11 17:43:38,Fraud Concern,Web,Low,Open,
23915,11157,65,2025-03-01 13:47:48,Digital Banking,Phone,Low,Resolved,2025-03-17 13:47:48
23916,22967,62,2025-04-19 04:40:20,Fraud Concern,Branch,High,Resolved,2025-05-18 04:40:20
23917,11256,88,2022-01-20 06:11:49,Loan Service,Web,High,Resolved,2022-02-09 06:11:49
23918,11321,63,2022-03-01 04:41:23,Digital Banking,Phone,Medium,Resolved,2022-03-12 04:41:23
23919,2217,30,2022-02-08 20:58:07,ATM Issue,Mobile,Low,Resolved,2022-02-14 20:58:07
23920,5702,90,2024-06-25 18:09:32,Loan Service,Phone,Low,Resolved,2024-07-17 18:09:32
23921,24402,38,2025-08-04 10:43:51,Credit Card,Branch,Low,Resolved,2025-08-13 10:43:51
23922,18993,51,2024-12-16 14:53:15,Investment Service,Phone,High,Resolved,2025-01-09 14:53:15
23923,11781,38,2022-11-18 20:46:44,ATM Issue,Web,Low,Resolved,2022-12-06 20:46:44
23924,10695,67,2022-10-23 17:18:15,Fraud Concern,Branch,Medium,Resolved,2022-11-10 17:18:15
23925,4810,77,2025-10-22 03:36:23,ATM Issue,Branch,High,In Progress,
23926,22730,100,2025-06-22 17:57:09,Transaction Issue,Web,Medium,In Progress,
23927,16563,48,2025-09-17 11:21:40,Digital Banking,Phone,Medium,Resolved,2025-10-05 11:21:40
23928,14393,12,2025-02-24 21:27:50,Investment Service,Web,Low,Resolved,2025-02-26 21:27:50
23929,7772,20,2023-05-01 21:10:12,Fraud Concern,Web,Low,Resolved,2023-05-31 21:10:12
23930,24356,72,2022-05-21 22:05:06,Account Service,Branch,Low,In Progress,
23931,1930,2,2024-05-13 07:05:37,Fraud Concern,Branch,Medium,Resolved,2024-05-25 07:05:37
23932,14307,75,2022-09-20 19:24:43,Loan Service,Web,Medium,In Progress,
23933,18933,85,2022-01-21 03:36:15,Fraud Concern,Mobile,Medium,In Progress,
23934,21219,55,2023-03-20 21:44:33,Investment Service,Mobile,Low,In Progress,
23935,14245,6,2024-07-15 06:31:36,Investment Service,Mobile,High,Resolved,2024-08-09 06:31:36
23936,112,83,2025-05-08 17:15:59,Loan Service,Mobile,Medium,Resolved,2025-05-15 17:15:59
23937,11412,94,2024-03-31 21:07:50,Credit Card,Phone,Medium,Resolved,2024-04-16 21:07:50
23938,24333,62,2022-04-23 00:19:10,Loan Service,Branch,Low,Resolved,2022-04-30 00:19:10
23939,17099,49,2023-07-27 09:09:28,Credit Card,Mobile,Medium,In Progress,
23940,11117,100,2024-12-05 11:59:46,Loan Service,Web,Low,Resolved,2025-01-03 11:59:46
23941,22419,84,2022-06-05 22:36:46,Account Service,Branch,High,In Progress,
23942,15708,54,2022-07-15 19:20:54,Fraud Concern,Phone,Medium,In Progress,
23943,17766,10,2022-09-20 01:57:52,Transaction Issue,Branch,Low,Resolved,2022-10-02 01:57:52
23944,3128,24,2024-05-22 15:41:47,Investment Service,Mobile,High,In Progress,
23945,13101,97,2025-01-05 10:09:41,Fraud Concern,Phone,Low,Resolved,2025-01-06 10:09:41
23946,23868,29,2023-07-24 17:30:34,ATM Issue,Phone,Medium,Resolved,2023-08-04 17:30:34
23947,11204,94,2022-06-09 03:58:25,Loan Service,Web,Low,Resolved,2022-07-06 03:58:25
23948,1209,100,2022-05-01 08:13:13,ATM Issue,Web,Low,Resolved,2022-05-30 08:13:13
23949,11318,6,2023-12-17 03:20:48,Digital Banking,Phone,Low,In Progress,
23950,37,58,2022-08-21 09:43:16,ATM Issue,Branch,Low,Resolved,2022-08-22 09:43:16
23951,18213,78,2023-08-15 08:52:29,Digital Banking,Web,Medium,Resolved,2023-08-31 08:52:29
23952,11253,57,2022-06-24 12:04:28,Investment Service,Mobile,Medium,Resolved,2022-07-19 12:04:28
23953,19726,3,2024-02-19 21:59:49,Loan Service,Phone,High,Resolved,2024-03-17 21:59:49
23954,7007,24,2023-10-18 01:55:54,Account Service,Branch,Medium,Resolved,2023-11-04 01:55:54
23955,15068,19,2025-10-20 21:59:11,Investment Service,Branch,High,Resolved,2025-10-22 21:59:11
23956,24060,98,2025-03-29 00:58:57,Transaction Issue,Web,Low,Resolved,2025-04-12 00:58:57
23957,5348,9,2023-08-11 04:54:43,Transaction Issue,Branch,Low,Resolved,2023-08-16 04:54:43
23958,24275,30,2025-05-24 17:01:17,ATM Issue,Web,Medium,Resolved,2025-05-25 17:01:17
23959,810,96,2024-08-01 23:58:26,Transaction Issue,Branch,High,Resolved,2024-08-15 23:58:26
23960,4119,77,2022-09-27 06:52:16,Digital Banking,Branch,Medium,Resolved,2022-10-07 06:52:16
23961,17911,82,2024-09-23 11:09:33,Transaction Issue,Phone,Medium,In Progress,
23962,13084,44,2025-07-07 10:39:12,Transaction Issue,Branch,Medium,Resolved,2025-07-15 10:39:12
23963,16880,53,2024-10-10 00:50:42,Investment Service,Branch,Medium,Resolved,2024-10-23 00:50:42
23964,13188,86,2025-10-24 06:24:01,Fraud Concern,Branch,Medium,Resolved,2025-10-26 06:24:01
23965,425,68,2024-02-16 06:56:33,Fraud Concern,Mobile,Medium,Resolved,2024-03-17 06:56:33
23966,19132,60,2022-12-25 01:43:39,Transaction Issue,Web,Medium,Resolved,2022-12-30 01:43:39
23967,1983,23,2025-08-30 10:52:09,Credit Card,Mobile,Medium,In Progress,
23968,17853,61,2024-10-26 07:19:25,Investment Service,Phone,Medium,Resolved,2024-11-24 07:19:25
23969,24113,7,2024-09-06 13:09:51,Investment Service,Phone,Low,Resolved,2024-09-11 13:09:51
23970,15919,44,2022-06-07 00:28:04,Credit Card,Mobile,Medium,Resolved,2022-06-25 00:28:04
23971,23155,55,2025-07-31 23:51:32,ATM Issue,Branch,Medium,Resolved,2025-08-16 23:51:32
23972,15399,75,2022-06-26 21:41:47,Account Service,Phone,Medium,Resolved,2022-07-11 21:41:47
23973,11993,39,2022-11-13 17:26:46,Fraud Concern,Branch,Medium,Resolved,2022-11-30 17:26:46
23974,1234,59,2025-10-30 08:42:07,Loan Service,Web,Medium,Resolved,2025-11-21 08:42:07
23975,9990,98,2023-02-11 19:02:28,Fraud Concern,Branch,Medium,Resolved,2023-02-21 19:02:28
23976,14547,5,2023-03-12 00:36:13,Loan Service,Mobile,Medium,In Progress,
23977,8757,42,2022-01-12 22:57:38,Digital Banking,Branch,Low,Open,
23978,3020,89,2024-01-03 10:35:37,Digital Banking,Branch,Medium,Resolved,2024-01-19 10:35:37
23979,1305,92,2024-02-23 02:36:53,ATM Issue,Branch,Medium,Open,
23980,24419,14,2024-01-11 22:46:42,Account Service,Web,Low,Resolved,2024-02-04 22:46:42
23981,14145,27,2022-12-30 03:18:03,Credit Card,Phone,Medium,Resolved,2023-01-17 03:18:03
23982,16517,16,2023-10-13 17:42:29,Transaction Issue,Branch,Critical,Resolved,2023-10-29 17:42:29
23983,16833,91,2023-03-20 07:23:57,Credit Card,Phone,Medium,Resolved,2023-04-04 07:23:57
23984,22792,2,2025-01-31 04:00:54,Fraud Concern,Branch,Medium,Resolved,2025-02-28 04:00:54
23985,10023,19,2023-02-23 16:02:04,Credit Card,Phone,Low,Resolved,2023-03-23 16:02:04
23986,10351,23,2025-05-07 21:55:14,Fraud Concern,Web,Medium,In Progress,
23987,11819,41,2022-07-10 06:34:50,ATM Issue,Phone,Medium,Resolved,2022-07-11 06:34:50
23988,850,14,2023-05-14 16:36:54,Credit Card,Phone,Medium,Resolved,2023-06-02 16:36:54
23989,21742,47,2024-07-30 00:13:28,Loan Service,Web,Low,Resolved,2024-08-25 00:13:28
23990,3963,63,2022-09-28 02:12:39,Investment Service,Phone,Low,In Progress,
23991,4855,90,2025-08-31 07:56:26,Investment Service,Branch,Low,Resolved,2025-09-18 07:56:26
23992,1540,8,2023-05-30 16:18:52,Investment Service,Mobile,Low,In Progress,
23993,18284,27,2024-04-04 15:08:01,Credit Card,Branch,High,Resolved,2024-04-08 15:08:01
23994,2945,40,2023-01-06 03:22:06,Loan Service,Web,Medium,Resolved,2023-01-10 03:22:06
23995,21342,28,2025-05-30 18:51:53,Digital Banking,Web,High,Resolved,2025-06-26 18:51:53
23996,22328,68,2022-03-09 14:52:09,Digital Banking,Web,Low,Resolved,2022-03-12 14:52:09
23997,3245,61,2025-06-24 09:49:16,Fraud Concern,Branch,Low,Open,
23998,22721,38,2022-04-27 20:03:13,ATM Issue,Mobile,Critical,Resolved,2022-05-09 20:03:13
23999,13256,75,2024-01-21 06:58:37,Transaction Issue,Phone,Low,In Progress,
24000,1592,24,2025-08-13 16:59:18,Credit Card,Mobile,Medium,Resolved,2025-08-28 16:59:18
24001,24338,28,2023-10-23 12:18:05,Investment Service,Web,Medium,Resolved,2023-10-30 12:18:05
24002,15769,41,2025-05-15 21:34:38,Transaction Issue,Mobile,Low,Resolved,2025-05-18 21:34:38
24003,7856,18,2022-07-19 13:55:21,Loan Service,Mobile,Medium,In Progress,
24004,24180,49,2022-01-30 11:08:59,Transaction Issue,Branch,High,Resolved,2022-02-10 11:08:59
24005,24660,85,2025-06-08 18:11:31,Credit Card,Mobile,Medium,Resolved,2025-06-22 18:11:31
24006,20127,26,2022-09-23 21:12:24,Fraud Concern,Phone,Medium,Resolved,2022-10-19 21:12:24
24007,18512,3,2024-04-21 09:10:13,Transaction Issue,Branch,Medium,Resolved,2024-04-22 09:10:13
24008,1602,77,2024-02-25 13:19:36,Transaction Issue,Phone,Medium,In Progress,
24009,12810,38,2024-11-20 06:31:22,Transaction Issue,Mobile,Medium,Resolved,2024-12-09 06:31:22
24010,17607,92,2022-10-02 04:07:46,Investment Service,Web,Low,Resolved,2022-10-15 04:07:46
24011,5691,14,2023-05-30 06:07:49,ATM Issue,Web,Low,Resolved,2023-06-29 06:07:49
24012,12522,1,2025-03-30 01:58:29,Account Service,Branch,Low,Resolved,2025-04-08 01:58:29
24013,1843,92,2023-02-15 19:05:27,Transaction Issue,Phone,High,Resolved,2023-02-27 19:05:27
24014,10484,100,2025-12-01 13:28:54,Credit Card,Mobile,Medium,Resolved,2025-12-23 13:28:54
24015,8059,11,2023-11-15 13:40:34,Fraud Concern,Branch,High,Resolved,2023-11-21 13:40:34
24016,13705,40,2025-10-15 01:03:26,Credit Card,Phone,Low,Resolved,2025-10-31 01:03:26
24017,5566,4,2022-03-24 22:28:48,Investment Service,Branch,Medium,Resolved,2022-04-05 22:28:48
24018,11089,34,2025-12-15 01:22:09,Transaction Issue,Phone,Medium,Resolved,2025-12-24 01:22:09
24019,4489,65,2024-05-25 21:38:22,ATM Issue,Web,Low,Resolved,2024-06-24 21:38:22
24020,24585,56,2023-06-28 01:12:42,Loan Service,Branch,Medium,Resolved,2023-07-23 01:12:42
24021,23335,10,2025-03-20 20:43:05,Investment Service,Mobile,Medium,Resolved,2025-04-12 20:43:05
24022,8907,81,2023-11-21 16:00:17,Transaction Issue,Phone,Low,Open,
24023,1928,71,2023-05-09 02:02:40,ATM Issue,Mobile,Low,Resolved,2023-06-08 02:02:40
24024,15513,64,2022-03-31 18:29:51,Digital Banking,Branch,Medium,Resolved,2022-04-08 18:29:51
24025,8302,13,2022-01-21 07:15:10,Credit Card,Branch,Medium,Resolved,2022-02-08 07:15:10
24026,21314,22,2024-12-06 10:25:07,Digital Banking,Phone,Medium,Resolved,2024-12-19 10:25:07
24027,8458,56,2023-11-19 21:02:13,Credit Card,Phone,High,In Progress,
24028,5493,65,2025-04-27 01:55:47,Loan Service,Branch,Low,In Progress,
24029,3224,92,2024-05-04 02:54:20,Fraud Concern,Branch,Medium,Resolved,2024-05-31 02:54:20
24030,22512,97,2023-09-29 04:58:11,ATM Issue,Phone,High,Resolved,2023-10-08 04:58:11
24031,21456,13,2024-01-23 23:53:30,Loan Service,Web,Medium,Resolved,2024-02-10 23:53:30
24032,955,1,2025-02-18 17:11:20,Digital Banking,Mobile,Medium,In Progress,
24033,23435,38,2025-02-25 08:10:25,Investment Service,Mobile,Low,Resolved,2025-03-09 08:10:25
24034,9542,58,2023-10-05 09:38:40,ATM Issue,Branch,Medium,Resolved,2023-10-16 09:38:40
24035,15008,25,2025-08-03 06:39:09,Account Service,Branch,Medium,Resolved,2025-08-10 06:39:09
24036,1575,42,2025-07-23 14:01:19,Digital Banking,Phone,Low,Resolved,2025-08-05 14:01:19
24037,23053,85,2023-04-28 08:23:10,Transaction Issue,Mobile,Medium,In Progress,
24038,15675,33,2022-08-07 21:12:04,Account Service,Mobile,Medium,Resolved,2022-08-23 21:12:04
24039,15427,57,2023-01-23 16:14:36,Digital Banking,Branch,Medium,Open,
24040,7096,37,2024-08-10 05:00:52,Loan Service,Web,Medium,Resolved,2024-09-08 05:00:52
24041,12024,57,2022-06-19 08:39:13,Account Service,Branch,Low,Open,
24042,24105,98,2024-03-31 16:15:56,Loan Service,Branch,Low,Resolved,2024-04-28 16:15:56
24043,3256,62,2023-09-23 00:24:53,Transaction Issue,Branch,High,Resolved,2023-10-19 00:24:53
24044,1059,3,2022-10-21 01:49:56,ATM Issue,Mobile,Low,Resolved,2022-11-16 01:49:56
24045,1958,30,2022-07-24 12:19:48,Digital Banking,Web,Medium,Resolved,2022-08-05 12:19:48
24046,23033,67,2022-01-20 10:02:13,Fraud Concern,Web,High,Resolved,2022-02-10 10:02:13
24047,4945,63,2024-08-11 03:08:29,Investment Service,Mobile,Medium,Resolved,2024-09-02 03:08:29
24048,5059,82,2025-02-24 21:55:45,Digital Banking,Web,Medium,Resolved,2025-03-03 21:55:45
24049,2520,23,2022-10-01 17:59:42,Digital Banking,Mobile,Medium,Resolved,2022-10-20 17:59:42
24050,11846,72,2023-08-11 04:56:15,ATM Issue,Phone,High,Resolved,2023-08-19 04:56:15
24051,24298,73,2022-06-14 06:28:52,Account Service,Phone,Medium,Resolved,2022-06-22 06:28:52
24052,2571,66,2025-12-26 15:07:06,Account Service,Mobile,Low,Resolved,2026-01-08 15:07:06
24053,7451,61,2023-10-16 09:35:43,Loan Service,Mobile,Medium,Resolved,2023-11-13 09:35:43
24054,20272,2,2024-05-05 08:08:32,Investment Service,Mobile,Medium,Resolved,2024-05-21 08:08:32
24055,7704,27,2024-03-13 13:32:44,Transaction Issue,Mobile,Medium,In Progress,
24056,22802,48,2022-06-19 09:37:11,Fraud Concern,Mobile,Low,In Progress,
24057,15899,63,2023-01-14 00:53:26,ATM Issue,Mobile,Critical,Resolved,2023-02-10 00:53:26
24058,14390,100,2024-05-18 06:54:20,Transaction Issue,Web,Low,Resolved,2024-06-06 06:54:20
24059,15415,5,2023-08-09 10:36:14,Credit Card,Phone,Medium,Resolved,2023-08-23 10:36:14
24060,745,1,2024-12-16 13:44:05,Account Service,Phone,Low,In Progress,
24061,22805,22,2022-03-22 22:53:59,Transaction Issue,Branch,Medium,Resolved,2022-03-28 22:53:59
24062,3515,74,2024-09-13 13:19:26,Account Service,Phone,Low,Resolved,2024-10-02 13:19:26
24063,19315,24,2024-05-06 03:53:08,Credit Card,Phone,Low,Resolved,2024-05-28 03:53:08
24064,21922,59,2025-11-09 08:05:14,Transaction Issue,Branch,Medium,Resolved,2025-12-03 08:05:14
24065,10872,79,2023-09-17 14:59:26,Credit Card,Branch,Medium,Resolved,2023-10-14 14:59:26
24066,13537,97,2024-06-07 22:31:17,Digital Banking,Mobile,Low,In Progress,
24067,23098,50,2025-07-08 21:02:43,Investment Service,Mobile,High,Resolved,2025-07-18 21:02:43
24068,176,23,2024-07-22 06:24:57,Fraud Concern,Phone,Medium,Open,
24069,16950,78,2022-08-12 09:56:47,ATM Issue,Branch,Medium,In Progress,
24070,3218,18,2025-06-09 00:45:13,Digital Banking,Mobile,High,Resolved,2025-06-10 00:45:13
24071,15107,89,2024-03-24 15:56:31,Loan Service,Web,High,Open,
24072,13697,22,2025-10-08 03:09:36,ATM Issue,Mobile,Medium,In Progress,
24073,20742,44,2025-08-07 06:41:14,Digital Banking,Mobile,Low,In Progress,
24074,22358,44,2024-03-05 07:19:50,Transaction Issue,Branch,Medium,Resolved,2024-04-04 07:19:50
24075,9587,37,2025-03-19 02:00:01,ATM Issue,Phone,Low,In Progress,
24076,5803,7,2023-02-18 18:44:48,Transaction Issue,Phone,Medium,Resolved,2023-03-04 18:44:48
24077,7035,90,2024-05-02 09:56:32,Digital Banking,Web,High,Resolved,2024-05-19 09:56:32
24078,16264,24,2023-09-29 18:54:24,ATM Issue,Phone,Low,Resolved,2023-10-19 18:54:24
24079,9413,77,2023-10-28 22:45:21,Digital Banking,Branch,Medium,Open,
24080,17332,41,2024-03-06 11:28:59,Investment Service,Web,Low,Resolved,2024-03-22 11:28:59
24081,8777,70,2025-07-10 03:22:24,Loan Service,Phone,Low,Resolved,2025-07-14 03:22:24
24082,11055,85,2023-10-01 00:01:00,Account Service,Branch,Low,Open,
24083,9813,71,2024-07-14 04:43:55,Digital Banking,Branch,Medium,Resolved,2024-08-02 04:43:55
24084,19740,18,2025-09-26 02:40:28,Fraud Concern,Mobile,High,Resolved,2025-10-17 02:40:28
24085,21636,79,2022-03-23 08:20:57,Loan Service,Phone,Medium,Resolved,2022-04-20 08:20:57
24086,19576,72,2022-03-27 17:39:53,Digital Banking,Mobile,Medium,Resolved,2022-04-21 17:39:53
24087,22232,60,2023-04-07 00:14:38,ATM Issue,Phone,Low,Resolved,2023-04-22 00:14:38
