alert_id,transaction_id,customer_id,alert_date,fraud_type,risk_level,fraud_status,fraud_amount
9003,553522,18246,2022-01-01 08:23:56,High Value Transaction,Low,Investigating,1047.11
9004,726680,24338,2023-11-20 21:50:27,Unusual Transaction,Low,Confirmed,253.13
9005,339247,17366,2023-12-06 19:22:33,Suspicious Merchant,Critical,Open,1604.84
9006,265626,13364,2025-10-14 01:42:40,Suspicious Merchant,High,False Positive,939.78
9007,833317,11374,2022-08-05 10:45:09,Possible Account Takeover,Medium,Confirmed,81.77
9008,154404,8959,2024-03-17 18:40:26,Geographic Anomaly,Medium,False Positive,553.53
9009,677158,7719,2024-12-02 07:41:02,Velocity Anomaly,Medium,Confirmed,1696.86
9010,70390,16045,2023-01-21 10:31:52,Velocity Anomaly,Medium,False Positive,246.16
9011,101235,2204,2024-05-23 05:15:10,Geographic Anomaly,High,Confirmed,1584.58
9012,481619,5957,2025-05-13 01:18:52,Unusual Transaction,Medium,Confirmed,1133.6
9013,1389,17100,2023-06-21 16:58:16,High Value Transaction,High,Closed,2476.96
9014,819771,5458,2022-10-14 22:22:34,Unusual Transaction,Medium,False Positive,3797.9
9015,965425,7909,2022-07-12 17:46:15,Geographic Anomaly,Low,Confirmed,2476.54
9016,423368,16369,2022-09-28 06:14:49,Geographic Anomaly,Medium,False Positive,1684.32
9017,301504,22846,2023-10-03 02:25:52,High Value Transaction,Medium,Confirmed,181.31
9018,791621,22103,2025-08-03 18:54:22,Possible Account Takeover,High,False Positive,3182.0
9019,714685,14227,2024-06-10 15:52:21,Possible Account Takeover,Medium,False Positive,2208.9
9020,433970,12370,2024-09-17 18:06:57,High Value Transaction,Medium,Confirmed,752.22
9021,576894,21517,2023-08-20 06:54:10,Possible Account Takeover,High,False Positive,1144.54
9022,230397,1436,2025-02-27 20:05:10,Velocity Anomaly,Medium,Investigating,402.16
9023,414620,24851,2024-07-07 08:56:36,Possible Account Takeover,Medium,False Positive,117.29
9024,991633,11494,2023-11-28 00:11:55,Possible Account Takeover,Critical,Investigating,423.8
9025,822424,737,2023-02-13 14:32:00,Possible Account Takeover,Medium,Confirmed,2381.49
9026,291893,11620,2022-11-08 08:28:50,Velocity Anomaly,Medium,Closed,605.03
9027,853709,2646,2025-03-15 19:28:19,Possible Account Takeover,High,Confirmed,192.66
9028,733174,5235,2022-02-03 12:51:12,Suspicious Merchant,Low,Closed,801.57
9029,911011,14611,2023-03-15 03:12:40,Velocity Anomaly,Low,Investigating,139.41
9030,490173,20123,2022-05-26 16:28:03,High Value Transaction,Medium,Confirmed,242.76
9031,873123,12472,2025-12-27 02:15:16,Unusual Transaction,Low,False Positive,4073.75
9032,447848,508,2025-12-22 22:15:17,High Value Transaction,Critical,Open,378.53
9033,58933,8205,2024-06-28 01:45:47,Unusual Transaction,Medium,Investigating,3038.52
9034,692565,9889,2024-09-01 15:48:19,High Value Transaction,Medium,Open,756.7
9035,506860,2560,2024-03-24 19:21:27,Suspicious Merchant,Low,Closed,1024.45
9036,11320,5237,2024-12-09 20:37:12,Unusual Transaction,Medium,False Positive,2532.61
9037,819770,8591,2025-02-17 11:13:23,Unusual Transaction,Medium,Confirmed,230.32
9038,178767,20563,2023-09-16 12:51:49,Geographic Anomaly,Medium,Investigating,2317.93
9039,386418,8303,2023-04-06 02:41:06,Unusual Transaction,High,Open,1725.97
9040,920650,6969,2022-04-02 07:12:28,Unusual Transaction,Medium,False Positive,784.09
9041,472938,20680,2025-02-12 04:32:35,Geographic Anomaly,High,Closed,4681.3
9042,197112,6579,2022-04-30 15:07:16,Possible Account Takeover,Medium,False Positive,2834.0
9043,138554,17470,2024-08-19 19:46:44,Possible Account Takeover,Medium,Confirmed,289.43
9044,305610,4636,2025-02-27 21:43:17,Geographic Anomaly,Medium,False Positive,249.09
9045,821150,17053,2023-07-18 09:37:28,Velocity Anomaly,Low,Closed,1066.88
9046,567241,10460,2023-07-08 21:55:46,Unusual Transaction,Medium,False Positive,1471.28
9047,634489,3789,2022-08-04 12:34:10,Unusual Transaction,Low,Closed,2687.3
9048,898444,10115,2025-01-27 12:07:50,Geographic Anomaly,Medium,Open,41.94
9049,670312,20115,2022-10-14 15:22:37,Geographic Anomaly,High,False Positive,1008.0
9050,889821,6867,2024-08-03 19:00:43,Velocity Anomaly,Low,False Positive,348.72
9051,153601,3244,2023-03-07 08:22:17,Suspicious Merchant,High,False Positive,126.76
9052,793814,5314,2023-07-02 21:47:09,Possible Account Takeover,Medium,False Positive,4072.59
9053,488333,10415,2022-05-31 11:24:54,High Value Transaction,High,Open,3558.31
9054,751801,6644,2025-03-31 16:38:44,Suspicious Merchant,Low,Investigating,521.3
9055,429450,6815,2022-10-14 14:02:04,Possible Account Takeover,High,Closed,1459.03
9056,531022,21526,2024-03-09 16:39:29,Unusual Transaction,Low,Investigating,7832.52
9057,497048,7276,2025-10-16 18:01:26,Suspicious Merchant,Medium,Closed,234.7
9058,203614,11494,2023-10-02 03:57:41,Geographic Anomaly,High,False Positive,201.18
9059,122475,6424,2025-12-29 22:53:04,Velocity Anomaly,Low,Confirmed,511.21
9060,180307,9028,2024-12-21 09:04:49,Possible Account Takeover,Low,Closed,2986.17
9061,811902,11192,2023-11-17 13:00:44,Velocity Anomaly,High,False Positive,2360.82
9062,287528,24563,2023-04-18 15:36:36,Possible Account Takeover,Medium,Confirmed,603.53
9063,43810,18602,2023-05-02 09:03:07,Suspicious Merchant,Medium,Open,1920.77
9064,174688,19943,2024-09-11 01:41:54,Unusual Transaction,Low,Closed,505.23
9065,54484,23747,2025-04-11 03:53:03,High Value Transaction,High,False Positive,857.57
9066,658419,8062,2022-07-04 00:59:59,Velocity Anomaly,Low,False Positive,55.04
9067,225636,21209,2022-12-20 18:09:07,Velocity Anomaly,High,False Positive,127.91
9068,839591,3438,2023-01-24 05:01:10,High Value Transaction,High,Confirmed,795.35
9069,487143,20159,2024-08-05 12:59:51,Velocity Anomaly,High,Closed,10296.28
9070,919039,16444,2024-11-11 06:13:56,Velocity Anomaly,Low,Open,720.85
9071,186941,20472,2025-11-29 10:29:55,Possible Account Takeover,High,Investigating,368.79
9072,39708,7092,2025-03-09 13:07:29,Possible Account Takeover,Medium,Open,7504.55
9073,636881,8133,2022-06-19 04:41:58,High Value Transaction,High,Investigating,1747.89
9074,742419,22813,2025-11-24 12:52:40,Unusual Transaction,Medium,False Positive,1312.6
9075,984820,1884,2022-02-08 23:46:54,Suspicious Merchant,High,Open,1738.73
9076,917183,22738,2025-09-05 08:59:24,Suspicious Merchant,Medium,Investigating,1228.56
9077,962473,3658,2022-07-19 00:29:16,Velocity Anomaly,Low,Investigating,4215.64
9078,70105,6621,2023-04-03 16:59:30,Unusual Transaction,Medium,False Positive,2082.18
9079,956319,6902,2024-11-18 23:36:26,High Value Transaction,Low,Confirmed,1644.5
9080,649747,21655,2023-07-26 06:53:17,High Value Transaction,Medium,Confirmed,1157.64
9081,339343,9792,2022-06-26 06:04:11,Possible Account Takeover,Medium,False Positive,1590.82
9082,345053,8793,2025-08-25 20:36:18,Velocity Anomaly,Medium,Confirmed,1424.16
9083,133291,5315,2022-04-19 19:03:15,Geographic Anomaly,Medium,Confirmed,1802.25
9084,412626,4540,2024-10-18 13:48:10,High Value Transaction,Medium,Closed,111.47
9085,879580,8370,2022-01-27 07:55:49,Velocity Anomaly,Low,Open,66.7
9086,325654,1775,2023-04-05 11:23:29,Unusual Transaction,High,Confirmed,2553.57
9087,743948,2685,2023-03-31 14:38:23,Possible Account Takeover,High,False Positive,2747.49
9088,878019,11678,2022-11-11 02:55:54,Suspicious Merchant,Medium,False Positive,55.52
9089,892943,1348,2023-12-30 08:43:52,Unusual Transaction,Low,False Positive,1309.88
9090,521111,4151,2025-09-09 22:34:40,High Value Transaction,Medium,Open,3377.65
9091,324853,15224,2022-03-27 19:18:49,High Value Transaction,High,False Positive,2323.2
9092,524534,21851,2024-10-28 22:18:53,Unusual Transaction,High,False Positive,585.32
9093,119632,13656,2022-11-24 16:42:35,High Value Transaction,Medium,Investigating,751.84
9094,614430,1802,2024-06-25 02:45:00,Velocity Anomaly,Low,Investigating,496.46
9095,731055,22267,2023-05-19 23:15:04,High Value Transaction,High,False Positive,145.67
9096,992100,4424,2024-07-31 13:27:14,Possible Account Takeover,Medium,Investigating,611.46
9097,27111,19617,2022-09-22 14:28:28,Velocity Anomaly,Low,Open,356.39
9098,175821,3299,2025-10-15 21:37:14,Geographic Anomaly,Low,Investigating,782.74
9099,825467,23417,2024-08-04 15:40:30,High Value Transaction,Medium,Open,436.26
9100,221963,12350,2022-01-13 00:00:55,High Value Transaction,Medium,Investigating,3668.62
9101,421166,1018,2023-12-04 15:23:04,Possible Account Takeover,High,Confirmed,216.19
9102,143505,3927,2024-09-18 04:33:42,Possible Account Takeover,Critical,Confirmed,582.6
9103,578870,4401,2024-01-19 23:32:44,Suspicious Merchant,Low,Closed,1395.66
9104,781601,14307,2023-01-09 22:04:30,Unusual Transaction,Critical,Investigating,1511.65
9105,64231,17595,2022-08-21 14:16:33,Unusual Transaction,High,Confirmed,136.34
9106,720098,20093,2023-09-13 18:52:39,Unusual Transaction,Medium,Closed,376.12
9107,200753,2217,2025-10-03 10:34:48,Possible Account Takeover,High,Closed,4436.29
9108,854697,19451,2022-11-30 13:42:44,Unusual Transaction,High,Confirmed,60.52
9109,239852,5499,2024-06-02 08:32:12,Unusual Transaction,Medium,Confirmed,3689.05
9110,371051,19023,2024-07-05 04:33:51,Geographic Anomaly,High,False Positive,1421.77
9111,446091,12975,2025-10-28 19:47:36,Unusual Transaction,High,Closed,293.58
9112,544656,24870,2024-04-17 13:03:22,High Value Transaction,High,Open,3380.54
9113,66561,7467,2024-03-31 15:04:24,Suspicious Merchant,High,Confirmed,515.38
9114,564239,23691,2025-05-13 19:09:40,Possible Account Takeover,Medium,False Positive,72.96
9115,779595,22714,2023-02-01 19:28:16,Velocity Anomaly,High,Confirmed,1075.76
9116,773781,19192,2024-01-26 05:37:42,Suspicious Merchant,High,False Positive,513.01
9117,445624,11858,2024-10-06 16:40:36,Geographic Anomaly,Medium,False Positive,195.05
9118,595928,6143,2023-08-17 00:29:25,Possible Account Takeover,Low,Investigating,3343.56
9119,339731,5539,2023-08-12 09:43:23,Possible Account Takeover,High,Confirmed,1506.96
9120,206676,14015,2023-02-12 04:02:00,High Value Transaction,Low,False Positive,801.0
9121,856004,24094,2025-02-03 22:54:23,Suspicious Merchant,High,False Positive,283.88
9122,40871,21066,2023-12-13 14:43:36,Suspicious Merchant,High,False Positive,1162.53
9123,229012,9747,2022-12-14 15:46:22,Unusual Transaction,Medium,False Positive,3900.55
9124,979359,18731,2025-03-20 20:30:46,High Value Transaction,Low,Open,505.85
9125,486299,6184,2022-06-05 11:25:45,Unusual Transaction,Low,False Positive,1581.71
9126,732529,14192,2024-03-26 01:25:15,Unusual Transaction,Medium,Confirmed,693.04
9127,61999,11470,2023-10-16 12:45:49,Possible Account Takeover,High,False Positive,434.94
9128,226101,23276,2025-12-19 01:18:49,Suspicious Merchant,Medium,Confirmed,330.89
9129,184247,4228,2023-12-08 08:25:01,Unusual Transaction,Low,False Positive,480.34
9130,798670,17946,2025-07-06 20:14:56,Geographic Anomaly,Medium,False Positive,857.13
9131,361446,16892,2022-06-12 01:56:31,Geographic Anomaly,High,False Positive,389.83
9132,568060,17330,2023-04-14 16:23:38,Suspicious Merchant,Medium,Closed,158.75
9133,117043,1137,2023-12-22 20:10:24,Geographic Anomaly,High,Investigating,1930.56
9134,825549,6117,2023-12-10 00:15:51,Possible Account Takeover,Medium,Confirmed,2130.24
9135,42832,15741,2023-08-03 04:43:08,High Value Transaction,High,Confirmed,1469.07
9136,757730,15121,2022-09-06 09:41:53,Velocity Anomaly,Medium,Closed,1428.31
9137,195826,915,2023-01-30 10:23:10,Unusual Transaction,Medium,Open,1205.83
9138,394512,412,2022-09-04 13:40:28,Velocity Anomaly,High,Confirmed,560.23
9139,658518,16818,2024-06-15 16:29:39,High Value Transaction,Medium,Closed,321.76
9140,625127,18585,2022-01-19 09:28:27,High Value Transaction,Medium,Closed,281.91
9141,734750,18356,2022-07-07 07:23:27,Possible Account Takeover,High,Closed,288.03
9142,823003,21973,2023-02-25 16:14:00,Geographic Anomaly,High,Confirmed,5930.15
9143,416781,16843,2025-09-10 12:30:43,Geographic Anomaly,Low,False Positive,958.01
9144,180040,163,2023-08-30 01:46:05,High Value Transaction,Medium,False Positive,205.76
9145,51958,21084,2023-04-25 05:34:40,Possible Account Takeover,High,False Positive,1484.84
9146,749006,7261,2023-01-10 21:55:33,Possible Account Takeover,High,Investigating,146.7
9147,891430,13941,2022-07-12 09:35:12,Suspicious Merchant,Low,False Positive,31.81
9148,676486,7591,2024-12-13 02:36:11,Unusual Transaction,Medium,Confirmed,2168.27
9149,840650,8352,2024-03-31 00:20:20,Geographic Anomaly,Medium,Confirmed,337.9
9150,317890,21199,2023-08-04 19:57:31,High Value Transaction,High,False Positive,544.68
9151,301721,1019,2024-11-27 11:06:21,Suspicious Merchant,Low,Investigating,6897.98
9152,805691,297,2022-11-16 00:55:33,Velocity Anomaly,High,Investigating,14394.19
9153,167716,8811,2024-09-18 19:22:39,Geographic Anomaly,Low,Confirmed,678.89
9154,105016,22324,2023-10-22 23:52:35,Unusual Transaction,High,False Positive,765.8
9155,424626,3445,2023-04-17 06:15:32,Possible Account Takeover,Critical,Investigating,256.87
9156,739004,6601,2025-03-15 17:16:22,High Value Transaction,Low,False Positive,1783.86
9157,412698,6958,2024-02-01 04:37:46,Geographic Anomaly,Medium,False Positive,125.12
9158,878058,5984,2023-10-03 20:25:17,Velocity Anomaly,Medium,False Positive,500.69
9159,746619,10746,2023-07-18 20:41:55,Unusual Transaction,High,Confirmed,1882.86
9160,363406,21365,2024-12-28 04:17:59,Unusual Transaction,Medium,False Positive,279.46
9161,376168,13326,2023-09-17 03:20:41,Suspicious Merchant,High,Open,279.77
9162,596829,191,2024-11-01 07:11:27,Geographic Anomaly,High,Confirmed,891.33
9163,285421,12838,2022-10-13 16:52:26,Velocity Anomaly,High,False Positive,80.57
9164,109056,24196,2022-08-30 05:13:34,Unusual Transaction,High,Closed,3370.13
9165,464914,16520,2022-08-05 16:04:51,High Value Transaction,Medium,Open,1177.48
9166,929448,19158,2023-09-15 03:31:19,Unusual Transaction,High,False Positive,2829.37
9167,553792,10285,2025-04-28 19:26:28,Velocity Anomaly,Medium,Closed,1500.62
9168,909005,16433,2022-01-10 04:55:13,Possible Account Takeover,Low,Closed,342.94
9169,559242,21396,2023-09-27 19:36:29,Possible Account Takeover,Medium,Open,543.17
9170,197840,4726,2023-12-15 20:33:12,Suspicious Merchant,High,False Positive,77.37
9171,137429,15321,2023-06-09 07:18:54,Geographic Anomaly,High,Open,4010.32
9172,307250,24878,2022-09-01 17:43:55,Velocity Anomaly,Low,False Positive,3717.28
9173,898047,14732,2024-01-20 02:12:01,Suspicious Merchant,High,Confirmed,2254.19
9174,921309,14057,2022-12-16 06:04:18,Unusual Transaction,High,False Positive,470.35
9175,165462,10115,2023-11-21 01:14:21,Unusual Transaction,Medium,Closed,38.21
9176,150738,7223,2024-12-21 07:41:08,Possible Account Takeover,High,Closed,894.99
9177,421380,21278,2022-12-31 14:11:12,Suspicious Merchant,Low,Closed,5610.75
9178,583740,18677,2023-03-13 20:09:52,Possible Account Takeover,Low,Investigating,793.19
9179,48080,9123,2025-01-26 13:44:26,High Value Transaction,High,Investigating,3916.6
9180,891806,14142,2023-01-07 04:16:14,Possible Account Takeover,Medium,False Positive,3025.95
9181,130771,10542,2023-06-09 04:20:04,High Value Transaction,Low,False Positive,1144.75
9182,305620,9663,2023-08-16 11:07:03,Unusual Transaction,High,Open,213.04
9183,849904,3602,2024-12-23 23:15:47,Suspicious Merchant,High,Confirmed,1217.99
9184,666295,19731,2022-05-13 22:28:00,High Value Transaction,Medium,Closed,160.97
9185,976410,21458,2024-05-14 12:41:33,Suspicious Merchant,Medium,Closed,356.53
9186,348190,16032,2024-07-27 19:39:38,Suspicious Merchant,Medium,Investigating,258.03
9187,835906,2003,2025-05-15 15:33:31,High Value Transaction,High,Confirmed,291.65
9188,83542,11848,2024-11-12 08:17:46,Geographic Anomaly,Low,False Positive,2830.14
9189,652184,5585,2025-06-07 00:13:13,Possible Account Takeover,Low,Closed,890.61
9190,622131,10543,2024-04-05 05:22:51,High Value Transaction,Medium,False Positive,965.56
9191,828002,17034,2025-08-11 08:46:09,Unusual Transaction,Medium,Closed,132.02
9192,313317,11927,2025-09-07 13:35:55,Suspicious Merchant,Medium,False Positive,213.67
9193,946281,2247,2024-09-09 06:56:44,Velocity Anomaly,Medium,Closed,4108.73
9194,427475,5572,2025-01-12 15:23:43,High Value Transaction,Low,False Positive,204.16
9195,995762,6285,2023-04-29 10:13:57,Possible Account Takeover,Low,Closed,295.24
9196,431674,18652,2024-08-17 08:19:57,Suspicious Merchant,Medium,False Positive,607.08
9197,549811,18910,2022-03-16 15:29:06,Geographic Anomaly,Medium,Confirmed,251.76
9198,443618,7983,2022-01-13 18:35:25,Unusual Transaction,Medium,Investigating,158.9
9199,676852,13649,2025-04-26 17:12:58,Geographic Anomaly,Medium,Closed,1112.26
9200,482809,8771,2024-07-20 05:57:16,Velocity Anomaly,Medium,Open,2197.89
9201,183313,4067,2025-03-05 08:16:59,High Value Transaction,Medium,Confirmed,1103.13
9202,332840,2901,2022-10-02 02:25:13,Suspicious Merchant,Medium,False Positive,920.57
9203,524131,19884,2022-02-13 18:55:18,High Value Transaction,Low,False Positive,277.93
9204,613487,16287,2023-01-02 15:34:22,Possible Account Takeover,Low,Investigating,209.53
9205,221968,4910,2024-04-16 20:49:15,High Value Transaction,Medium,Confirmed,1327.82
9206,126038,5225,2024-04-02 02:15:42,Unusual Transaction,Critical,Confirmed,97.87
9207,412252,22838,2025-05-24 00:31:50,Velocity Anomaly,Medium,Confirmed,294.64
9208,750875,7501,2024-08-29 05:52:50,Geographic Anomaly,High,Closed,186.18
9209,705816,22758,2023-09-29 04:52:45,Velocity Anomaly,Medium,False Positive,2412.65
9210,633571,15352,2025-03-27 05:53:26,Suspicious Merchant,Medium,Closed,593.44
9211,832532,563,2024-06-06 07:38:55,High Value Transaction,High,Open,3317.26
9212,922411,20518,2022-02-25 02:44:27,Suspicious Merchant,Low,Confirmed,4731.55
9213,889292,1727,2022-06-15 14:59:47,Geographic Anomaly,Low,False Positive,3545.69
9214,160871,11543,2022-01-08 19:50:02,Suspicious Merchant,Critical,Confirmed,1507.91
9215,623676,24354,2025-04-16 08:59:47,Possible Account Takeover,Medium,Confirmed,1350.4
9216,89219,16961,2022-08-07 11:33:56,Velocity Anomaly,Low,Closed,791.54
9217,128758,18377,2022-02-08 14:56:00,Geographic Anomaly,Low,Closed,154.0
9218,817379,10963,2022-05-29 10:17:57,Geographic Anomaly,High,False Positive,2104.11
9219,352059,20660,2023-11-21 19:16:58,Geographic Anomaly,High,False Positive,184.97
9220,185848,19847,2024-10-15 22:14:30,Unusual Transaction,Medium,Open,1082.97
9221,310120,3388,2022-02-11 18:09:12,Velocity Anomaly,Low,Closed,94.7
9222,493213,9719,2022-03-19 09:35:15,Suspicious Merchant,High,False Positive,1964.62
9223,202220,3908,2024-08-29 03:41:44,Geographic Anomaly,Medium,Open,3024.84
9224,829429,2721,2023-05-25 20:06:38,Velocity Anomaly,Medium,Investigating,263.98
9225,607379,7531,2025-01-22 11:41:01,Geographic Anomaly,High,False Positive,2055.27
9226,511461,14846,2024-03-13 00:51:47,Possible Account Takeover,Medium,Open,18239.61
9227,427587,92,2024-04-23 18:41:42,Possible Account Takeover,Medium,Closed,399.4
9228,597765,17084,2022-12-01 21:11:43,Possible Account Takeover,High,Closed,270.21
9229,162554,1928,2023-01-02 04:13:51,High Value Transaction,High,Closed,4369.2
9230,442706,3045,2024-07-11 11:25:09,Geographic Anomaly,Medium,False Positive,407.81
9231,928110,18457,2024-04-17 10:43:04,High Value Transaction,Medium,Confirmed,432.79
9232,782547,19973,2022-03-09 22:37:22,Velocity Anomaly,Medium,Open,294.38
9233,864589,17300,2023-09-20 19:07:39,High Value Transaction,Medium,False Positive,1395.21
9234,763100,4638,2022-03-19 21:54:22,Velocity Anomaly,Medium,Confirmed,3141.68
9235,985084,4040,2024-11-18 16:28:52,Velocity Anomaly,Medium,False Positive,387.44
9236,974403,16263,2024-12-26 09:56:09,Velocity Anomaly,Low,Confirmed,765.58
9237,814290,730,2022-03-09 20:40:42,Suspicious Merchant,Low,Investigating,788.74
9238,234018,23814,2024-01-20 00:15:51,High Value Transaction,Medium,Confirmed,159.06
9239,870790,5251,2023-03-30 17:38:02,Suspicious Merchant,Medium,False Positive,2038.39
9240,268492,17308,2022-09-01 15:24:49,Geographic Anomaly,Medium,Confirmed,76.83
9241,349032,11795,2023-05-02 23:56:03,High Value Transaction,Medium,Confirmed,233.79
9242,339931,17548,2025-11-28 12:39:08,Geographic Anomaly,High,Confirmed,2172.09
9243,524501,1770,2024-12-15 08:26:52,Geographic Anomaly,High,Open,295.23
9244,556382,20600,2025-07-15 15:33:52,Velocity Anomaly,Medium,Closed,367.53
9245,385530,7640,2025-02-18 00:43:16,High Value Transaction,Low,False Positive,4569.81
9246,30757,16119,2023-01-03 02:25:07,Geographic Anomaly,Medium,Investigating,464.23
9247,119627,17288,2023-06-12 18:52:19,Possible Account Takeover,Medium,Confirmed,3328.1
9248,604486,2205,2023-04-01 03:48:01,Geographic Anomaly,Low,Closed,56.0
9249,440463,12200,2024-04-30 10:02:30,Possible Account Takeover,Critical,False Positive,570.67
9250,535240,7447,2022-05-29 18:11:31,High Value Transaction,Medium,Confirmed,3595.21
9251,290144,16843,2025-07-18 17:55:26,Suspicious Merchant,Medium,Confirmed,195.67
9252,967792,4104,2023-07-12 14:28:02,High Value Transaction,Medium,Confirmed,319.32
9253,154279,6559,2024-03-16 01:06:39,Suspicious Merchant,Low,Open,168.84
9254,667223,6754,2025-04-07 05:34:29,Suspicious Merchant,Low,False Positive,436.08
9255,966369,21112,2025-06-13 14:39:21,High Value Transaction,Medium,Confirmed,2610.1
9256,977230,5587,2025-01-20 17:41:34,Geographic Anomaly,Low,False Positive,1370.29
9257,283870,5391,2022-04-20 17:28:25,Unusual Transaction,Low,Confirmed,804.97
9258,489169,18212,2024-04-20 07:13:08,Geographic Anomaly,Critical,Investigating,557.13
9259,582195,6438,2024-09-20 17:12:14,Geographic Anomaly,Medium,False Positive,1072.54
9260,318989,22497,2023-04-05 14:04:21,Velocity Anomaly,Low,Confirmed,9365.66
9261,953653,17403,2022-12-28 04:10:56,Velocity Anomaly,Medium,False Positive,428.23
9262,418106,17132,2024-09-01 06:37:09,Geographic Anomaly,Medium,False Positive,1077.84
9263,697482,14829,2023-10-29 13:35:04,Possible Account Takeover,Medium,Closed,1011.62
9264,840407,19760,2024-01-28 04:48:25,Suspicious Merchant,Low,Open,2909.5
9265,73503,3923,2024-04-16 01:16:34,Velocity Anomaly,Medium,Open,3730.06
9266,261555,24869,2024-07-05 07:42:56,Geographic Anomaly,Low,False Positive,2005.45
9267,228937,19361,2025-03-22 20:14:13,Unusual Transaction,Medium,Confirmed,3771.61
9268,58547,15086,2024-04-16 14:57:24,Possible Account Takeover,Medium,Confirmed,390.94
9269,694332,18953,2023-04-25 00:48:56,High Value Transaction,Low,Open,52.62
9270,581688,3946,2023-12-15 13:58:09,Geographic Anomaly,Medium,False Positive,813.56
9271,851356,11297,2025-05-29 18:42:59,Geographic Anomaly,Medium,Investigating,3265.09
9272,244428,11108,2023-10-28 17:21:51,Suspicious Merchant,Medium,False Positive,135.71
9273,721625,24182,2023-04-24 07:26:57,Possible Account Takeover,Medium,False Positive,869.6
9274,540672,18459,2024-08-26 17:02:23,Velocity Anomaly,Medium,Open,386.56
9275,943584,9558,2024-03-07 16:02:07,Velocity Anomaly,Critical,False Positive,76.44
9276,685872,1199,2023-10-21 19:56:16,Velocity Anomaly,Low,Confirmed,3651.96
9277,382403,185,2024-10-31 17:50:39,High Value Transaction,Critical,Confirmed,289.98
9278,185178,7656,2023-03-01 07:49:49,Possible Account Takeover,Low,Investigating,1479.92
9279,884750,23255,2022-07-16 09:07:06,Possible Account Takeover,Medium,False Positive,3046.83
9280,985451,7102,2022-10-06 17:18:56,Velocity Anomaly,Medium,Confirmed,212.07
9281,120148,16042,2023-08-21 19:49:20,Velocity Anomaly,Low,Open,421.7
9282,943426,23897,2025-02-14 22:22:00,Suspicious Merchant,Low,Closed,6364.45
9283,886103,15090,2023-01-16 10:57:17,Unusual Transaction,Medium,Confirmed,2661.47
9284,395996,16840,2023-04-07 05:55:28,Unusual Transaction,Critical,Closed,4016.66
9285,550170,20507,2023-10-28 04:36:18,Geographic Anomaly,Medium,Confirmed,1545.66
9286,25903,5068,2022-05-28 12:51:04,Geographic Anomaly,Medium,False Positive,251.54
9287,291566,14370,2022-05-17 13:01:10,Possible Account Takeover,High,False Positive,2600.5
9288,915324,8110,2025-06-10 08:33:42,Possible Account Takeover,High,Closed,3629.13
9289,577454,18704,2024-06-15 06:17:49,High Value Transaction,High,Closed,337.33
9290,338095,19326,2023-10-23 16:05:39,High Value Transaction,Medium,Closed,270.36
9291,245968,3977,2022-10-22 02:34:16,Unusual Transaction,Low,Confirmed,321.45
9292,440511,14733,2023-11-06 05:26:12,Geographic Anomaly,Medium,False Positive,708.77
9293,587273,5314,2022-04-08 10:48:21,Unusual Transaction,Low,False Positive,947.17
9294,494817,5749,2024-09-17 21:16:28,Unusual Transaction,Low,Open,1035.06
9295,60559,10706,2024-03-09 02:21:16,Geographic Anomaly,Low,Closed,2500.59
9296,791477,1745,2025-01-01 19:47:06,High Value Transaction,High,Confirmed,1192.97
9297,431838,15594,2024-02-20 03:25:05,Suspicious Merchant,High,Investigating,100.57
9298,119826,23081,2025-02-03 08:12:02,Suspicious Merchant,Low,Confirmed,1487.9
9299,784040,15907,2023-09-27 15:56:14,Suspicious Merchant,Low,False Positive,376.76
9300,103252,11847,2025-05-13 10:04:36,Geographic Anomaly,Low,False Positive,1038.57
9301,451663,20733,2025-03-12 11:17:22,Velocity Anomaly,Medium,False Positive,7441.47
9302,878167,15707,2022-01-27 20:31:04,Velocity Anomaly,Low,Confirmed,186.24
9303,556263,1312,2024-06-20 17:02:35,Velocity Anomaly,High,False Positive,1466.43
9304,442359,2080,2024-08-21 01:06:14,Possible Account Takeover,Low,Closed,189.54
9305,642633,22835,2024-06-18 05:17:01,High Value Transaction,Low,Confirmed,559.95
9306,750997,10080,2024-04-28 08:08:49,High Value Transaction,Low,False Positive,1610.84
9307,633840,21402,2023-09-02 16:57:35,Possible Account Takeover,Critical,Investigating,698.73
9308,908021,8019,2025-03-30 11:35:06,Unusual Transaction,High,Open,2632.91
9309,453732,8764,2025-05-28 13:40:17,Suspicious Merchant,High,False Positive,2014.71
9310,532139,7592,2022-06-10 06:32:25,Velocity Anomaly,Medium,Open,1317.13
9311,895462,6530,2022-06-06 07:50:49,Suspicious Merchant,Low,False Positive,948.43
9312,496003,18440,2024-03-03 04:01:09,Velocity Anomaly,Low,False Positive,1296.85
9313,940027,23986,2024-06-21 08:13:57,Suspicious Merchant,Medium,Confirmed,527.2
9314,817397,2161,2024-09-10 05:55:49,Unusual Transaction,High,Confirmed,571.99
9315,53419,3423,2025-02-24 22:06:13,Suspicious Merchant,Medium,Closed,78.66
9316,518701,16248,2025-08-04 18:03:31,Suspicious Merchant,Medium,Open,3610.82
9317,692501,18022,2022-10-15 05:58:01,Geographic Anomaly,Medium,False Positive,486.26
9318,178199,2303,2025-07-03 14:31:53,Suspicious Merchant,Low,Closed,969.42
9319,549827,4364,2022-11-10 05:24:52,Geographic Anomaly,Medium,Closed,1740.03
